trp_1164|Dummy first line
trp_id_864_pl|断 角 兽 勇 士 
trp_id_865|断 角 兽 掠 袭 者 
trp_id_865_pl|断 角 兽 掠 袭 者 
trp_id_866|角 兽 
trp_id_866_pl|角 兽 
trp_id_867|复 仇 角 兽 
trp_id_867_pl|复 仇 角 兽 
trp_id_868|冠 军 角 兽 
trp_id_868_pl|冠 军 角 兽 
trp_id_869|野 兽 人 掠 袭 者 
trp_id_869_pl|野 兽 人 掠 袭 者 
trp_id_870|狂 暴 角 兽 
trp_id_870_pl|狂 暴 角 兽 
trp_id_871|大 角 兽 
trp_id_871_pl|大 角 兽 
trp_id_872|恐 虐 野 兽 人 
trp_id_872_pl|恐 虐 野 兽 人 
trp_id_873|野 兽 人 精 锐 掠 袭 者 
trp_id_873_pl|野 兽 人 精 锐 掠 袭 者 
trp_id_874|獠 牙 兽 骑 兵 
trp_id_874_pl|獠 牙 兽 骑 兵 
trp_id_875|纳 垢 野 兽 人 
trp_id_875_pl|纳 垢 野 兽 人 
trp_id_876|色 孽 野 兽 人 
trp_id_876_pl|色 孽 野 兽 人 
trp_id_877|奸 奇 野 兽 人 
trp_id_877_pl|奸 奇 野 兽 人 
trp_id_878|恐 虐 野 兽 人 冠 军 
trp_id_878_pl|恐 虐 野 兽 人 冠 军 
trp_id_879|纳 垢 野 兽 人 冠 军 
trp_id_879_pl|纳 垢 野 兽 人 冠 军 
trp_id_880|战 角 兽 
trp_id_880_pl|战 角 兽 
trp_id_881|冲 击 獠 牙 兽 
trp_id_881_pl|冲 击 獠 牙 兽 
trp_id_882|色 孽 野 兽 人 冠 军 
trp_id_882_pl|色 孽 野 兽 人 冠 军 
trp_id_883|奸 奇 野 兽 人 冠 军 
trp_id_883_pl|奸 奇 野 兽 人 冠 军 
trp_id_884|雷 蹄 剃 刀 兽 
trp_id_884_pl|雷 蹄 剃 刀 兽 
trp_id_885|牛 头 人 
trp_id_885_pl|牛 头 人 
trp_id_886|毁 灭 公 牛 
trp_id_886_pl|毁 灭 公 牛 
trp_id_887|剃 刀 兽 战 车 队 长 
trp_id_887_pl|剃 刀 兽 战 车 队 长 
trp_id_888|狂 野 萨 满 
trp_id_888_pl|狂 野 萨 满 
trp_id_889|灰 袍 萨 满 
trp_id_889_pl|灰 袍 萨 满 
trp_id_890|紫 晶 萨 满 
trp_id_890_pl|紫 晶 萨 满 
trp_id_891|琥 珀 萨 满 
trp_id_891_pl|琥 珀 萨 满 
trp_id_892|奸 奇 萨 满 
trp_id_892_pl|奸 奇 萨 满 
trp_id_893|色 孽 萨 满 
trp_id_893_pl|色 孽 萨 满 
trp_id_894|纳 垢 萨 满 
trp_id_894_pl|纳 垢 萨 满 
trp_id_895|狂 野 萨 满 冠 军 
trp_id_895_pl|狂 野 萨 满 冠 军 
trp_id_896|琥 珀 萨 满 冠 军 
trp_id_896_pl|琥 珀 萨 满 冠 军 
trp_id_897|灰 袍 萨 满 冠 军 
trp_id_897_pl|灰 袍 萨 满 冠 军 
trp_id_898|紫 晶 萨 满 冠 军 
trp_id_898_pl|紫 晶 萨 满 冠 军 
trp_id_899|奸 奇 萨 满 冠 军 
trp_id_899_pl|奸 奇 萨 满 冠 军 
trp_id_900|色 孽 萨 满 冠 军 
trp_id_900_pl|色 孽 萨 满 冠 军 
trp_id_901|纳 垢 萨 满 冠 军 
trp_id_901_pl|纳 垢 萨 满 冠 军 
trp_id_902|狂 野 大 萨 满 
trp_id_902_pl|狂 野 大 萨 满 
trp_id_903|灰 袍 大 萨 满 
trp_id_903_pl|灰 袍 大 萨 满 
trp_id_904|紫 晶 大 萨 满 
trp_id_904_pl|紫 晶 大 萨 满 
trp_id_905|琥 珀 大 萨 满 
trp_id_905_pl|琥 珀 大 萨 满 
trp_id_906|奸 奇 大 萨 满 
trp_id_906_pl|奸 奇 大 萨 满 
trp_id_907|色 孽 大 萨 满 
trp_id_907_pl|色 孽 大 萨 满 
trp_id_908|纳 垢 大 萨 满 
trp_id_908_pl|纳 垢 大 萨 满 
trp_id_909|剃 刀 兽 战 车 队 员 
trp_id_909_pl|剃 刀 兽 战 车 队 员 
trp_id_910|野 兽 人 信 使 
trp_id_910_pl|野 兽 人 信 使 
trp_id_911|野 兽 人 逃 兵 
trp_id_911_pl|野 兽 人 逃 兵 
trp_id_912|监 狱 守 卫 
trp_id_912_pl|监 狱 守 卫 
trp_id_913|城 堡 护 卫 
trp_id_913_pl|城 堡 护 卫 
trp_id_914|农 民 
trp_id_914_pl|农 民 
trp_id_915|弓 箭 足 轻 
trp_id_915_pl|弓 箭 足 轻 
trp_id_916|长 枪 足 轻 
trp_id_916_pl|长 枪 足 轻 
trp_id_917|弓 箭 军 曹 
trp_id_917_pl|弓 箭 军 曹 
trp_id_918|勇 士 军 曹 
trp_id_918_pl|勇 士 军 曹 
trp_id_919|火 铳 军 曹 
trp_id_919_pl|火 铳 军 曹 
trp_id_920|弓 箭 武 士 
trp_id_920_pl|弓 箭 武 士 
trp_id_921|武 士 
trp_id_921_pl|武 士 
trp_id_922|新 盛 僧 侣 
trp_id_922_pl|新 盛 僧 侣 
trp_id_923|资 深 弓 箭 武 士 
trp_id_923_pl|资 深 弓 箭 武 士 
trp_id_924|弓 骑 武 士 
trp_id_924_pl|弓 骑 武 士 
trp_id_925|资 深 武 士 
trp_id_925_pl|资 深 武 士 
trp_id_926|相 扑 勇 士 
trp_id_926_pl|相 扑 勇 士 
trp_id_927|新 盛 大 僧 侣 
trp_id_927_pl|新 盛 大 僧 侣 
trp_id_928|骑 马 武 士 
trp_id_928_pl|骑 马 武 士 
trp_id_929|旗 本 
trp_id_929_pl|旗 本 
trp_id_930|横 纲 力 士 
trp_id_930_pl|横 纲 力 士 
trp_id_931|新 盛 大 师 
trp_id_931_pl|新 盛 大 师 
trp_id_932|资 深 骑 马 武 士 
trp_id_932_pl|资 深 骑 马 武 士 
trp_id_933|红 衣 赤 备 
trp_id_933_pl|红 衣 赤 备 
trp_id_934|幕 府 亲 卫 
trp_id_934_pl|幕 府 亲 卫 
trp_id_935|尼 朋 信 使 
trp_id_935_pl|尼 朋 信 使 
trp_id_936|尼 朋 逃 兵 
trp_id_936_pl|尼 朋 逃 兵 
trp_id_937|监 狱 守 卫 
trp_id_937_pl|监 狱 守 卫 
trp_id_938|城 堡 护 卫 
trp_id_938_pl|城 堡 护 卫 
trp_id_939|天 空 修 行 者 
trp_id_939_pl|天 空 修 行 者 
trp_id_940|炽 焰 修 行 者 
trp_id_940_pl|炽 焰 修 行 者 
trp_id_941|光 明 修 行 者 
trp_id_941_pl|光 明 修 行 者 
trp_id_942|灰 袍 修 行 者 
trp_id_942_pl|灰 袍 修 行 者 
trp_id_943|天 空 进 阶 修 行 者 
trp_id_943_pl|天 空 进 阶 修 行 者 
trp_id_944|炽 焰 进 阶 修 行 者 
trp_id_944_pl|炽 焰 进 阶 修 行 者 
trp_id_945|光 明 进 阶 修 行 者 
trp_id_945_pl|光 明 进 阶 修 行 者 
trp_id_946|灰 袍 进 阶 修 行 者 
trp_id_946_pl|灰 袍 进 阶 修 行 者 
trp_id_947|天 空 高 阶 修 行 者 
trp_id_947_pl|天 空 高 阶 修 行 者 
trp_id_948|炽 焰 高 阶 修 行 者 
trp_id_948_pl|炽 焰 高 阶 修 行 者 
trp_id_949|光 明 高 阶 修 行 者 
trp_id_949_pl|光 明 高 阶 修 行 者 
trp_id_950|灰 袍 高 阶 修 行 者 
trp_id_950_pl|灰 袍 高 阶 修 行 者 
trp_id_951|僵 尸 
trp_id_951_pl|僵 尸 
trp_id_952|食 尸 鬼 
trp_id_952_pl|食 尸 鬼 
trp_id_953|骷 髅 勇 士 
trp_id_953_pl|骷 髅 勇 士 
trp_id_954|鬼 魂 
trp_id_954_pl|鬼 魂 
trp_id_955|骷 髅 精 锐 战 士 
trp_id_955_pl|骷 髅 精 锐 战 士 
trp_id_956|女 妖 
trp_id_956_pl|女 妖 
trp_id_957|尸 妖 
trp_id_957_pl|尸 妖 
trp_id_958|幽 灵 
trp_id_958_pl|幽 灵 
trp_id_959|骷 髅 队 长 
trp_id_959_pl|骷 髅 队 长 
trp_id_960|复 生 骷 髅 队 长 
trp_id_960_pl|复 生 骷 髅 队 长 
trp_id_961|荒 坟 守 卫 
trp_id_961_pl|荒 坟 守 卫 
trp_id_962|石 冢 缚 灵 
trp_id_962_pl|石 冢 缚 灵 
trp_id_963|黑 骑 士 
trp_id_963_pl|黑 骑 士 
trp_id_964|步 行 黑 骑 士 
trp_id_964_pl|步 行 黑 骑 士 
trp_id_965|地 狱 骑 士 
trp_id_965_pl|地 狱 骑 士 
trp_id_966|步 行 地 狱 骑 士 
trp_id_966_pl|步 行 地 狱 骑 士 
trp_id_967|血 骑 士 
trp_id_967_pl|血 骑 士 
trp_id_968|步 行 血 骑 士 
trp_id_968_pl|步 行 血 骑 士 
trp_id_969|佣 人 
trp_id_969_pl|佣 人 
trp_id_970|男 仆 
trp_id_970_pl|男 仆 
trp_id_971|副 管 家 
trp_id_971_pl|副 管 家 
trp_id_972|马 车 夫 
trp_id_972_pl|马 车 夫 
trp_id_973|侍 者 
trp_id_973_pl|侍 者 
trp_id_974|管 家 
trp_id_974_pl|管 家 
trp_id_975|血 仆 
trp_id_975_pl|血 仆 
trp_id_976|血 族 卫 士 
trp_id_976_pl|血 族 卫 士 
trp_id_977|血 族 宗 主 
trp_id_977_pl|血 族 宗 主 
trp_id_978|午 夜 显 贵 
trp_id_978_pl|午 夜 显 贵 
trp_id_979|西 尔 凡 尼 亚 逃 兵 
trp_id_979_pl|西 尔 凡 尼 亚 逃 兵 
trp_id_980|死 灵 法 师 
trp_id_980_pl|死 灵 法 师 
trp_id_981|吸 血 鬼 法 师 
trp_id_981_pl|吸 血 鬼 法 师 
trp_id_982|吸 血 鬼 紫 晶 法 师 
trp_id_982_pl|吸 血 鬼 紫 晶 法 师 
trp_id_983|吸 血 鬼 阴 影 法 师 
trp_id_983_pl|吸 血 鬼 阴 影 法 师 
trp_id_984|死 灵 大 法 师 
trp_id_984_pl|死 灵 大 法 师 
trp_id_985|吸 血 鬼 大 法 师 
trp_id_985_pl|吸 血 鬼 大 法 师 
trp_id_986|吸 血 鬼 紫 晶 大 法 师 
trp_id_986_pl|吸 血 鬼 紫 晶 大 法 师 
trp_id_987|吸 血 鬼 阴 影 大 法 师 
trp_id_987_pl|吸 血 鬼 阴 影 大 法 师 
trp_id_988|死 灵 法 师 宗 师 
trp_id_988_pl|死 灵 法 师 宗 师 
trp_id_989|吸 血 鬼 宗 师 
trp_id_989_pl|吸 血 鬼 宗 师 
trp_id_990|吸 血 鬼 紫 晶 宗 师 
trp_id_990_pl|吸 血 鬼 紫 晶 宗 师 
trp_id_991|吸 血 鬼 阴 影 宗 师 
trp_id_991_pl|吸 血 鬼 阴 影 宗 师 
trp_id_992|尸 巫 
trp_id_992_pl|尸 巫 
trp_id_993|西 尔 凡 尼 亚 信 使 
trp_id_993_pl|西 尔 凡 尼 亚 信 使 
trp_id_994|监 狱 守 卫 
trp_id_994_pl|监 狱 守 卫 
trp_id_995|城 堡 护 卫 
trp_id_995_pl|城 堡 护 卫 
trp_id_996|虚 弱 的 召 唤 物 
trp_id_996_pl|虚 弱 的 召 唤 物 
trp_id_997|召 唤 物 
trp_id_997_pl|召 唤 物 
trp_id_998|强 壮 的 召 唤 物 
trp_id_998_pl|强 壮 的 召 唤 物 
trp_id_999|强 大 的 召 唤 物 
trp_id_999_pl|强 大 的 召 唤 物 
trp_id_1000|史 诗 的 召 唤 物 
trp_id_1000_pl|史 诗 的 召 唤 物 
trp_id_1001|木 精 灵 新 兵 
trp_id_1001_pl|木 精 灵 新 兵 
trp_id_1002|森 林 守 卫 
trp_id_1002_pl|森 林 守 卫 
trp_id_1003|木 精 灵 弓 箭 手 
trp_id_1003_pl|木 精 灵 弓 箭 手 
trp_id_1004|永 恒 守 卫 
trp_id_1004_pl|永 恒 守 卫 
trp_id_1005|林 地 守 卫 
trp_id_1005_pl|林 地 守 卫 
trp_id_1006|捍 卫 者 
trp_id_1006_pl|捍 卫 者 
trp_id_1007|巡 林 客 
trp_id_1007_pl|巡 林 客 
trp_id_1008|林 地 骑 兵 
trp_id_1008_pl|林 地 骑 兵 
trp_id_1009|荒 林 游 侠 
trp_id_1009_pl|荒 林 游 侠 
trp_id_1010|战 舞 者 
trp_id_1010_pl|战 舞 者 
trp_id_1011|暗 影 哨 兵 
trp_id_1011_pl|暗 影 哨 兵 
trp_id_1012|林 地 精 锐 骑 兵 
trp_id_1012_pl|林 地 精 锐 骑 兵 
trp_id_1013|剑 咏 者 
trp_id_1013_pl|剑 咏 者 
trp_id_1014|迷 踪 客 
trp_id_1014_pl|迷 踪 客 
trp_id_1015|狂 野 骑 兵 
trp_id_1015_pl|狂 野 骑 兵 
trp_id_1016|树 精 
trp_id_1016_pl|树 精 
trp_id_1017|狂 野 猎 手 
trp_id_1017_pl|狂 野 猎 手 
trp_id_1018|林 地 冠 军 
trp_id_1018_pl|林 地 冠 军 
trp_id_1019|树 人 
trp_id_1019_pl|树 人 
trp_id_1020|木 精 灵 信 使 
trp_id_1020_pl|木 精 灵 信 使 
trp_id_1021|木 精 灵 逃 兵 
trp_id_1021_pl|木 精 灵 逃 兵 
trp_id_1022|监 狱 守 卫 
trp_id_1022_pl|监 狱 守 卫 
trp_id_1023|城 堡 护 卫 
trp_id_1023_pl|城 堡 护 卫 
trp_id_1024|罗 伦 游 侠 
trp_id_1024_pl|罗 伦 游 侠 
trp_id_1025|罗 伦 资 深 游 侠 
trp_id_1025_pl|罗 伦 资 深 游 侠 
trp_id_1026|罗 伦 精 锐 游 侠 
trp_id_1026_pl|罗 伦 精 锐 游 侠 
trp_id_1027|游 侠 弓 手 
trp_id_1027_pl|游 侠 弓 手 
trp_id_1028|游 侠 资 深 弓 手 
trp_id_1028_pl|游 侠 资 深 弓 手 
trp_id_1029|艾 丽 尔 的 奎 许 女 仆 
trp_id_1029_pl|艾 丽 尔 的 奎 许 女 仆 
trp_id_1030|艾 丽 尔 的 光 明 女 仆 
trp_id_1030_pl|艾 丽 尔 的 光 明 女 仆 
trp_id_1031|艾 丽 尔 的 黄 金 女 仆 
trp_id_1031_pl|艾 丽 尔 的 黄 金 女 仆 
trp_id_1032|艾 丽 尔 的 炽 焰 女 仆 
trp_id_1032_pl|艾 丽 尔 的 炽 焰 女 仆 
trp_id_1033|艾 丽 尔 的 灰 袍 女 仆 
trp_id_1033_pl|艾 丽 尔 的 灰 袍 女 仆 
trp_id_1034|艾 丽 尔 的 琥 珀 女 仆 
trp_id_1034_pl|艾 丽 尔 的 琥 珀 女 仆 
trp_id_1035|艾 丽 尔 的 天 空 女 仆 
trp_id_1035_pl|艾 丽 尔 的 天 空 女 仆 
trp_id_1036|艾 丽 尔 的 翡 翠 女 仆 
trp_id_1036_pl|艾 丽 尔 的 翡 翠 女 仆 
trp_id_1037|艾 丽 尔 的 紫 晶 女 仆 
trp_id_1037_pl|艾 丽 尔 的 紫 晶 女 仆 
trp_id_1038|奎 许 咒 歌 者 
trp_id_1038_pl|奎 许 咒 歌 者 
trp_id_1039|光 明 咒 歌 者 
trp_id_1039_pl|光 明 咒 歌 者 
trp_id_1040|黄 金 咒 歌 者 
trp_id_1040_pl|黄 金 咒 歌 者 
trp_id_1041|炽 焰 咒 歌 者 
trp_id_1041_pl|炽 焰 咒 歌 者 
trp_id_1042|灰 袍 咒 歌 者 
trp_id_1042_pl|灰 袍 咒 歌 者 
trp_id_1043|琥 珀 咒 歌 者 
trp_id_1043_pl|琥 珀 咒 歌 者 
trp_id_1044|天 空 咒 歌 者 
trp_id_1044_pl|天 空 咒 歌 者 
trp_id_1045|翡 翠 咒 歌 者 
trp_id_1045_pl|翡 翠 咒 歌 者 
trp_id_1046|紫 晶 咒 歌 者 
trp_id_1046_pl|紫 晶 咒 歌 者 
trp_id_1047|奎 许 咒 织 者 
trp_id_1047_pl|奎 许 咒 织 者 
trp_id_1048|光 明 咒 织 者 
trp_id_1048_pl|光 明 咒 织 者 
trp_id_1049|黄 金 咒 织 者 
trp_id_1049_pl|黄 金 咒 织 者 
trp_id_1050|炽 焰 咒 织 者 
trp_id_1050_pl|炽 焰 咒 织 者 
trp_id_1051|灰 袍 咒 织 者 
trp_id_1051_pl|灰 袍 咒 织 者 
trp_id_1052|琥 珀 咒 织 者 
trp_id_1052_pl|琥 珀 咒 织 者 
trp_id_1053|天 空 咒 织 者 
trp_id_1053_pl|天 空 咒 织 者 
trp_id_1054|翡 翠 咒 织 者 
trp_id_1054_pl|翡 翠 咒 织 者 
trp_id_1055|紫 晶 咒 织 者 
trp_id_1055_pl|紫 晶 咒 织 者 
trp_id_1056|僵 尸 海 盗 水 手 
trp_id_1056_pl|僵 尸 海 盗 水 手 
trp_id_1057|僵 尸 甲 板 手 
trp_id_1057_pl|僵 尸 甲 板 手 
trp_id_1058|僵 尸 海 盗 流 氓 
trp_id_1058_pl|僵 尸 海 盗 流 氓 
trp_id_1059|僵 尸 老 练 水 手 
trp_id_1059_pl|僵 尸 老 练 水 手 
trp_id_1060|僵 尸 甲 板 长 枪 手 
trp_id_1060_pl|僵 尸 甲 板 长 枪 手 
trp_id_1061|跳 帮 队 
trp_id_1061_pl|跳 帮 队 
trp_id_1062|僵 尸 海 盗 二 副 
trp_id_1062_pl|僵 尸 海 盗 二 副 
trp_id_1063|僵 尸 资 深 甲 板 长 枪 手 
trp_id_1063_pl|僵 尸 资 深 甲 板 长 枪 手 
trp_id_1064|僵 尸 海 盗 火 枪 手 
trp_id_1064_pl|僵 尸 海 盗 火 枪 手 
trp_id_1065|僵 尸 海 盗 割 喉 者 
trp_id_1065_pl|僵 尸 海 盗 割 喉 者 
trp_id_1066|僵 尸 海 盗 大 副 
trp_id_1066_pl|僵 尸 海 盗 大 副 
trp_id_1067|僵 尸 海 盗 神 枪 手 
trp_id_1067_pl|僵 尸 海 盗 神 枪 手 
trp_id_1068|僵 尸 海 盗 甲 板 炮 手 
trp_id_1068_pl|僵 尸 海 盗 甲 板 炮 手 
trp_id_1069|僵 尸 海 盗 剑 客 
trp_id_1069_pl|僵 尸 海 盗 剑 客 
trp_id_1070|浮 肿 行 尸 
trp_id_1070_pl|浮 肿 行 尸 
trp_id_1071|僵 尸 海 盗 狙 击 手 
trp_id_1071_pl|僵 尸 海 盗 狙 击 手 
trp_id_1072|资 深 甲 板 炮 手 
trp_id_1072_pl|资 深 甲 板 炮 手 
trp_id_1073|僵 尸 海 盗 决 斗 者 
trp_id_1073_pl|僵 尸 海 盗 决 斗 者 
trp_id_1074|深 海 重 武 护 卫 
trp_id_1074_pl|深 海 重 武 护 卫 
trp_id_1075|深 海 护 卫 
trp_id_1075_pl|深 海 护 卫 
trp_id_1076|食 人 魔 僵 尸 船 工 
trp_id_1076_pl|食 人 魔 僵 尸 船 工 
trp_id_1077|僵 尸 海 盗 信 使 
trp_id_1077_pl|僵 尸 海 盗 信 使 
trp_id_1078|僵 尸 海 盗 逃 兵 
trp_id_1078_pl|僵 尸 海 盗 逃 兵 
trp_id_1079|监 狱 守 卫 
trp_id_1079_pl|监 狱 守 卫 
trp_id_1080|城 堡 护 卫 
trp_id_1080_pl|城 堡 护 卫 
trp_id_1081|亡 灵 海 盗 死 灵 法 师 
trp_id_1081_pl|亡 灵 海 盗 死 灵 法 师 
trp_id_1082|亡 灵 海 盗 巫 师 
trp_id_1082_pl|亡 灵 海 盗 巫 师 
trp_id_1083|亡 灵 海 盗 死 灵 大 法 师 
trp_id_1083_pl|亡 灵 海 盗 死 灵 大 法 师 
trp_id_1084|亡 灵 海 盗 大 巫 师 
trp_id_1084_pl|亡 灵 海 盗 大 巫 师 
trp_id_1085|亡 灵 海 盗 死 灵 法 师 领 主 
trp_id_1085_pl|亡 灵 海 盗 死 灵 法 师 领 主 
trp_id_1086|亡 灵 海 盗 巫 师 领 主 
trp_id_1086_pl|亡 灵 海 盗 巫 师 领 主 
trp_id_1087|半 身 人 民 兵 
trp_id_1087_pl|半 身 人 民 兵 
trp_id_1088|半 身 人 田 野 守 望 者 
trp_id_1088_pl|半 身 人 田 野 守 望 者 
trp_id_1089|半 身 人 斥 候 
trp_id_1089_pl|半 身 人 斥 候 
trp_id_1090|半 身 人 治 安 守 卫 
trp_id_1090_pl|半 身 人 治 安 守 卫 
trp_id_1091|半 身 人 食 品 储 藏 守 卫 
trp_id_1091_pl|半 身 人 食 品 储 藏 守 卫 
trp_id_1092|半 身 人 厨 师 
trp_id_1092_pl|半 身 人 厨 师 
trp_id_1093|半 身 人 主 厨 
trp_id_1093_pl|半 身 人 主 厨 
trp_id_1094|半 身 人 追 踪 者 
trp_id_1094_pl|半 身 人 追 踪 者 
trp_id_1095|半 身 人 游 侠 
trp_id_1095_pl|半 身 人 游 侠 
trp_id_1096|半 身 人 猎 犬 游 侠 
trp_id_1096_pl|半 身 人 猎 犬 游 侠 
trp_id_1097|半 身 人 猎 犬 骑 手 
trp_id_1097_pl|半 身 人 猎 犬 骑 手 
trp_id_1098|半 身 人 公 羊 骑 手 
trp_id_1098_pl|半 身 人 公 羊 骑 手 
trp_id_1099|半 身 人 穆 特 骑 士 
trp_id_1099_pl|半 身 人 穆 特 骑 士 
trp_id_1100|穆 特 食 人 魔 
trp_id_1100_pl|穆 特 食 人 魔 
trp_id_1101|半 身 人 旗 手 
trp_id_1101_pl|半 身 人 旗 手 
trp_id_1102|半 身 人 逃 兵 
trp_id_1102_pl|半 身 人 逃 兵 
trp_id_1103|监 狱 守 卫 
trp_id_1103_pl|监 狱 守 卫 
trp_id_1104|城 堡 护 卫 
trp_id_1104_pl|城 堡 护 卫 
trp_id_1105|混 沌 狂 热 者 
trp_id_1105_pl|混 沌 狂 热 者 
trp_id_1106|纳 垢 狂 热 者 
trp_id_1106_pl|纳 垢 狂 热 者 
trp_id_1107|恐 虐 狂 热 者 
trp_id_1107_pl|恐 虐 狂 热 者 
trp_id_1108|雇 佣 卫 兵 
trp_id_1108_pl|雇 佣 卫 兵 
trp_id_1109|夜 地 精 矛 兵 
trp_id_1109_pl|夜 地 精 矛 兵 
trp_id_1110|纳 垢 勇 士 
trp_id_1110_pl|纳 垢 勇 士 
trp_id_1111|纳 垢 碾 压 者 
trp_id_1111_pl|纳 垢 碾 压 者 
trp_id_1112|恐 虐 勇 士 
trp_id_1112_pl|恐 虐 勇 士 
trp_id_1113|恐 虐 骑 士 
trp_id_1113_pl|恐 虐 骑 士 
trp_id_1114|混 沌 巨 魔 
trp_id_1114_pl|混 沌 巨 魔 
trp_id_1115|强 盗 
trp_id_1115_pl|强 盗 
trp_id_1116|土 匪 
trp_id_1116_pl|土 匪 
trp_id_1117|不 法 之 徒 
trp_id_1117_pl|不 法 之 徒 
trp_id_1118|马 盗 
trp_id_1118_pl|马 盗 
trp_id_1119|逃 亡 大 地 精 战 士 
trp_id_1119_pl|逃 亡 大 地 精 战 士 
trp_id_1120|卡 拉 什 逃 亡 大 地 精 
trp_id_1120_pl|卡 拉 什 逃 亡 大 地 精 
trp_id_1121|地 精 狼 骑 兵 
trp_id_1121_pl|地 精 狼 骑 兵 
trp_id_1122|地 精 部 落 新 兵 
trp_id_1122_pl|地 精 部 落 新 兵 
trp_id_1123|地 精 战 士 
trp_id_1123_pl|地 精 战 士 
trp_id_1124|地 精 资 深 战 士 
trp_id_1124_pl|地 精 资 深 战 士 
trp_id_1125|地 精 勇 士 
trp_id_1125_pl|地 精 勇 士 
trp_id_1126|剥 颅 者 
trp_id_1126_pl|剥 颅 者 
trp_id_1127|酋 长 护 卫 
trp_id_1127_pl|酋 长 护 卫 
trp_id_1128|地 精 战 争 酋 长 
trp_id_1128_pl|地 精 战 争 酋 长 
trp_id_1129|地 精 掷 斧 手 
trp_id_1129_pl|地 精 掷 斧 手 
trp_id_1130|地 精 射 手 
trp_id_1130_pl|地 精 射 手 
trp_id_1131|地 精 哨 兵 
trp_id_1131_pl|地 精 哨 兵 
trp_id_1132|森 林 漫 步 者 
trp_id_1132_pl|森 林 漫 步 者 
trp_id_1133|蜘 蛛 骑 手 
trp_id_1133_pl|蜘 蛛 骑 手 
trp_id_1134|蜘 蛛 骑 兵 
trp_id_1134_pl|蜘 蛛 骑 兵 
trp_id_1135|蜘 蛛 骑 士 
trp_id_1135_pl|蜘 蛛 骑 士 
trp_id_1136|蜘 蛛 战 争 酋 长 
trp_id_1136_pl|蜘 蛛 战 争 酋 长 
trp_id_1137|僵 尸 海 盗 
trp_id_1137_pl|僵 尸 海 盗 
trp_id_1138|亡 灵 海 盗 
trp_id_1138_pl|亡 灵 海 盗 
trp_id_1139|亡 灵 海 盗 船 长 
trp_id_1139_pl|亡 灵 海 盗 船 长 
trp_id_1140|骷 髅 射 手 
trp_id_1140_pl|骷 髅 射 手 
trp_id_1141|骷 髅 战 士 
trp_id_1141_pl|骷 髅 战 士 
trp_id_1142|骷 髅 骑 兵 
trp_id_1142_pl|骷 髅 骑 兵 
trp_id_1143|骷 髅 骑 兵 
trp_id_1143_pl|骷 髅 骑 兵 
trp_id_1144|水 手 
trp_id_1144_pl|水 手 
trp_id_1145|甲 板 手 
trp_id_1145_pl|甲 板 手 
trp_id_1146|资 深 水 手 
trp_id_1146_pl|资 深 水 手 
trp_id_1147|水 手 长 
trp_id_1147_pl|水 手 长 
trp_id_1148|大 副 
trp_id_1148_pl|大 副 
trp_id_1149|甲 板 长 枪 兵 
trp_id_1149_pl|甲 板 长 枪 兵 
trp_id_1150|船 员 
trp_id_1150_pl|船 员 
trp_id_1151|流 氓 
trp_id_1151_pl|流 氓 
trp_id_1152|登 舰 者 
trp_id_1152_pl|登 舰 者 
trp_id_1153|海 盗 
trp_id_1153_pl|海 盗 
trp_id_1154|神 枪 手 
trp_id_1154_pl|神 枪 手 
trp_id_1155|狙 击 手 
trp_id_1155_pl|狙 击 手 
trp_id_1156|炮 手 
trp_id_1156_pl|炮 手 
trp_id_1157|资 深 炮 手 
trp_id_1157_pl|资 深 炮 手 
trp_id_1158|割 喉 者 
trp_id_1158_pl|割 喉 者 
trp_id_1159|暴 徒 
trp_id_1159_pl|暴 徒 
trp_id_1160|决 斗 者 
trp_id_1160_pl|决 斗 者 
trp_id_1161|军 需 官 
trp_id_1161_pl|军 需 官 
trp_id_1162|海 盗 食 人 魔 
trp_id_1162_pl|海 盗 食 人 魔 
trp_id_1163|决 斗 者 
trp_id_1163_pl|决 斗 者 
trp_id_1164|暴 徒 
trp_id_1164_pl|暴 徒 
trp_id_1165|海 盗 
trp_id_1165_pl|海 盗 
trp_id_1166|盗 墓 者 
trp_id_1166_pl|盗 墓 者 
trp_id_1167|北 方 强 盗 
trp_id_1167_pl|北 方 强 盗 
trp_id_1168|斯 卡 文 暴 徒 
trp_id_1168_pl|斯 卡 文 暴 徒 
trp_id_1169|斯 卡 文 海 盗 
trp_id_1169_pl|斯 卡 文 海 盗 
trp_id_1170|斯 卡 文 资 深 海 盗 
trp_id_1170_pl|斯 卡 文 资 深 海 盗 
trp_id_1171|斯 卡 文 海 盗 火 枪 手 
trp_id_1171_pl|斯 卡 文 海 盗 火 枪 手 
trp_id_1172|斯 卡 文 海 盗 火 枪 手 统 领 
trp_id_1172_pl|斯 卡 文 海 盗 火 枪 手 统 领 
trp_id_1173|斯 卡 文 海 盗 冠 军 
trp_id_1173_pl|斯 卡 文 海 盗 冠 军 
trp_id_1174|斯 卡 文 海 盗 船 长 
trp_id_1174_pl|斯 卡 文 海 盗 船 长 
trp_id_1175|亚 马 逊 袭 击 者 
trp_id_1175_pl|亚 马 逊 袭 击 者 
trp_id_1176|亚 马 逊 袭 击 者 弓 手 
trp_id_1176_pl|亚 马 逊 袭 击 者 弓 手 
