itm_1164|Dummy first line
itm_vc_one_handed_war_axe4|墓 穴 短 斧 
itm_vc_one_handed_war_axe4_pl|墓 穴 短 斧 
itm_vc_one_handed_war_axe5|墓 穴 短 斧 
itm_vc_one_handed_war_axe5_pl|墓 穴 短 斧 
itm_vc_one_handed_war_axe6|墓 穴 短 斧 
itm_vc_one_handed_war_axe6_pl|墓 穴 短 斧 
itm_vc_one_handed_war_axe7|墓 穴 短 斧 
itm_vc_one_handed_war_axe7_pl|墓 穴 短 斧 
itm_vc_one_handed_war_axe8|墓 穴 短 斧 
itm_vc_one_handed_war_axe8_pl|墓 穴 短 斧 
itm_vampire_axe|吸 血 鬼 斧 
itm_vampire_axe_pl|吸 血 鬼 斧 
itm_vampire_axe2|吸 血 鬼 斧 
itm_vampire_axe2_pl|吸 血 鬼 斧 
itm_vampire_axe3|吸 血 鬼 斧 
itm_vampire_axe3_pl|吸 血 鬼 斧 
itm_vampire_axe4|吸 血 鬼 斧 
itm_vampire_axe4_pl|吸 血 鬼 斧 
itm_vampire_axe5|吸 血 鬼 斧 
itm_vampire_axe5_pl|吸 血 鬼 斧 
itm_vampire_axe6|吸 血 鬼 斧 
itm_vampire_axe6_pl|吸 血 鬼 斧 
itm_vampire_bardiche|吸 血 鬼 巨 斧 
itm_vampire_bardiche_pl|吸 血 鬼 巨 斧 
itm_vampire_bardiche2|吸 血 鬼 巨 斧 
itm_vampire_bardiche2_pl|吸 血 鬼 巨 斧 
itm_vampire_bardiche3|吸 血 鬼 巨 斧 
itm_vampire_bardiche3_pl|吸 血 鬼 巨 斧 
itm_vampire_bardiche_dg|深 海 巨 斧 
itm_vampire_bardiche_dg_pl|深 海 巨 斧 
itm_vampire_bardiche2_dg|深 海 巨 斧 
itm_vampire_bardiche2_dg_pl|深 海 巨 斧 
itm_vampire_bardiche3_dg|深 海 巨 斧 
itm_vampire_bardiche3_dg_pl|深 海 巨 斧 
itm_vampire_dg_dual_axes|深 海 双 持 斧 
itm_vampire_dg_dual_axes_pl|深 海 双 持 斧 
itm_vampire_dg_dual_axes_lefthand|深 海 左 手 斧 
itm_vampire_dg_dual_axes_lefthand_pl|深 海 左 手 斧 
itm_vc_cudgel3|骷 髅 锤 
itm_vc_cudgel3_pl|骷 髅 锤 
itm_vc_cudgel4|骷 髅 锤 
itm_vc_cudgel4_pl|骷 髅 锤 
itm_vc_cudgel8|骷 髅 锤 
itm_vc_cudgel8_pl|骷 髅 锤 
itm_vc_cudgel5|骷 髅 锤 
itm_vc_cudgel5_pl|骷 髅 锤 
itm_vc_cudgel6|骷 髅 锤 
itm_vc_cudgel6_pl|骷 髅 锤 
itm_vc_cudgel7|骷 髅 锤 
itm_vc_cudgel7_pl|骷 髅 锤 
itm_vampire_mace|吸 血 鬼 锤 
itm_vampire_mace_pl|吸 血 鬼 锤 
itm_vampire_mace2|吸 血 鬼 尖 头 锤 
itm_vampire_mace2_pl|吸 血 鬼 尖 头 锤 
itm_vampire_mace3|吸 血 鬼 锤 
itm_vampire_mace3_pl|吸 血 鬼 锤 
itm_vampire_mace4|吸 血 鬼 锤 
itm_vampire_mace4_pl|吸 血 鬼 锤 
itm_vampire_mace5|吸 血 鬼 尖 头 锤 
itm_vampire_mace5_pl|吸 血 鬼 尖 头 锤 
itm_vampire_mace6|吸 血 鬼 锤 
itm_vampire_mace6_pl|吸 血 鬼 锤 
itm_crypt_axe|摄 魂 斧 
itm_crypt_axe_pl|摄 魂 斧 
itm_dw_pickaxe|鹤 嘴 锄 
itm_dw_pickaxe_pl|鹤 嘴 锄 
itm_dwarf_axe|矮 人 斧 
itm_dwarf_axe_pl|矮 人 斧 
itm_dwarf_hand_axe|矮 人 单 手 斧 
itm_dwarf_hand_axe_pl|矮 人 单 手 斧 
itm_dwarf_fighting_axe|矮 人 战 斗 斧 
itm_dwarf_fighting_axe_pl|矮 人 战 斗 斧 
itm_dwarf_fighting_axes|矮 人 双 持 斧
itm_dwarf_fighting_axes_pl|矮 人 双 持 斧
itm_dwarf_fighting_axes_lefthand|矮 人 左 手 斧 
itm_dwarf_fighting_axes_lefthand_pl|矮 人 左 手 斧 
itm_dwarf_axe2|矮 人 战 斗 斧 
itm_dwarf_axe2_pl|矮 人 战 斗 斧 
itm_dwarf_battle_axe|矮 人 战 斧 
itm_dwarf_battle_axe_pl|矮 人 战 斧 
itm_dwarf_runic_axe|矮 人 符 文 斧 
itm_dwarf_runic_axe_pl|矮 人 符 文 斧 
itm_dwarf_iron_axe|矮 人 迅 捷 符 文 斧
itm_dwarf_iron_axe_pl|矮 人 迅 捷 符 文 斧
itm_dwarf_lordrunic_axe|矮 人 首 领 符 文 斧 
itm_dwarf_lordrunic_axe_pl|矮 人 首 领 符 文 斧 
itm_dwarf_one_handed_hammer|矮 人 单 手 锤 
itm_dwarf_one_handed_hammer_pl|矮 人 单 手 锤 
itm_dwarf_one_handed_hammer2|矮 人 单 手 锤 
itm_dwarf_one_handed_hammer2_pl|矮 人 单 手 锤 
itm_dwarf_engineer_hammer|矮 人 工 程 师 锤 
itm_dwarf_engineer_hammer_pl|矮 人 工 程 师 锤 
itm_dwarf_warhammer|矮 人 战 锤 
itm_dwarf_warhammer_pl|矮 人 战 锤 
itm_dwarf_warhammer2|矮 人 战 锤 
itm_dwarf_warhammer2_pl|矮 人 战 锤 
itm_dwarf_spanner|矮 人 扳 手
itm_dwarf_spanner_pl|矮 人 扳 手
itm_dwarf_long_axe|矮 人 双 手 斧 
itm_dwarf_long_axe_pl|矮 人 双 手 斧 
itm_two_handed_runic_axe|矮 人 双 手 符 文 斧 
itm_two_handed_runic_axe_pl|矮 人 双 手 符 文 斧 
itm_slayer_axe|矮 人 屠 夫 斧 
itm_slayer_axe_pl|矮 人 屠 夫 斧 
itm_slayer_great_axe|屠 夫 巨 斧
itm_slayer_great_axe_pl|屠 夫 巨 斧
itm_dwarf_lord_great_axe|矮 人 领 主 巨 斧 
itm_dwarf_lord_great_axe_pl|矮 人 领 主 巨 斧 
itm_rune_priest_warhammer|矮 人 符 文 战 锤 
itm_rune_priest_warhammer_pl|矮 人 符 文 战 锤 
itm_dwarf_rune_warhammer|矮 人 符 文 战 锤 
itm_dwarf_rune_warhammer_pl|矮 人 符 文 战 锤 
itm_dwarf_rune_warhammer2|矮 人 符 文 战 锤 
itm_dwarf_rune_warhammer2_pl|矮 人 符 文 战 锤 
itm_dwarf_rune_warhammer3|矮 人 符 文 战 锤 
itm_dwarf_rune_warhammer3_pl|矮 人 符 文 战 锤 
itm_dwarf_rune_axe|矮 人 符 文 斧 
itm_dwarf_rune_axe_pl|矮 人 符 文 斧 
itm_dwarf_rune_axe2|矮 人 符 文 斧 
itm_dwarf_rune_axe2_pl|矮 人 符 文 斧 
itm_dwarf_rune_axe3|矮 人 符 文 斧 
itm_dwarf_rune_axe3_pl|矮 人 符 文 斧 
itm_dwarf_rune_spanner|矮 人 符 文 扳 手 
itm_dwarf_rune_spanner_pl|矮 人 符 文 扳 手 
itm_dwarf_rune_spanner2|矮 人 符 文 扳 手 
itm_dwarf_rune_spanner2_pl|矮 人 符 文 扳 手 
itm_dwarf_rune_spanner3|矮 人 符 文 扳 手 
itm_dwarf_rune_spanner3_pl|矮 人 符 文 扳 手 
itm_two_handed_runic_axe2|矮 人 双 手 符 文 斧 
itm_two_handed_runic_axe2_pl|矮 人 双 手 符 文 斧 
itm_two_handed_runic_axe3|矮 人 双 手 符 文 斧 
itm_two_handed_runic_axe3_pl|矮 人 双 手 符 文 斧 
itm_two_handed_runic_axe4|矮 人 双 手 符 文 斧 
itm_two_handed_runic_axe4_pl|矮 人 双 手 符 文 斧 
itm_dwarf_runic_one_handed_hammer|矮 人 符 文 单 手 锤 
itm_dwarf_runic_one_handed_hammer_pl|矮 人 符 文 单 手 锤 
itm_dwarf_runic_one_handed_hammer2|矮 人 符 文 单 手 锤 
itm_dwarf_runic_one_handed_hammer2_pl|矮 人 符 文 单 手 锤 
itm_dwarf_runic_one_handed_hammer3|矮 人 符 文 单 手 锤 
itm_dwarf_runic_one_handed_hammer3_pl|矮 人 符 文 单 手 锤 
itm_gotrek_runic_axe|高 崔 克 的 符 文 斧 
itm_gotrek_runic_axe_pl|高 崔 克 的 符 文 斧 
itm_axe_of_grimnir|矮 人 龙 斧 
itm_axe_of_grimnir_pl|矮 人 龙 斧 
itm_klad_barak|卡 拉 德 · 巴 拉 克 
itm_klad_barak_pl|卡 拉 德 · 巴 拉 克 
itm_ironhammer_hammer|铁 锤 战 锤
itm_ironhammer_hammer_pl|铁 锤 战 锤
itm_orcclub_1|兽 人 棒 
itm_orcclub_1_pl|兽 人 棒 
itm_orcclub_2|兽 人 锤
itm_orcclub_2_pl|兽 人 锤
itm_orcclub_3|兽 人 锤
itm_orcclub_3_pl|兽 人 锤
itm_orcclub_4|兽 人 锤
itm_orcclub_4_pl|兽 人 锤
itm_orcclub_5|兽 人 锤
itm_orcclub_5_pl|兽 人 锤
itm_orcclub_6|兽 人 钉 头 锤
itm_orcclub_6_pl|兽 人 钉 头 锤
itm_orcclub_7|兽 人 钉 头 锤
itm_orcclub_7_pl|兽 人 钉 头 锤
itm_orcclub_8|兽 人 钉 头 锤
itm_orcclub_8_pl|兽 人 钉 头 锤
itm_orcclub_9|兽 人 图 腾 锤
itm_orcclub_9_pl|兽 人 图 腾 锤
itm_orcclub_10|兽 人 图 腾 锤
itm_orcclub_10_pl|兽 人 图 腾 锤
itm_orcclub_11|兽 人 图 腾 锤
itm_orcclub_11_pl|兽 人 图 腾 锤
itm_orcaxe1|兽 人 斧 
itm_orcaxe1_pl|兽 人 斧 
itm_orcaxe2|兽 人 斧 
itm_orcaxe2_pl|兽 人 斧 
itm_orcaxe3|兽 人 斧 
itm_orcaxe3_pl|兽 人 斧 
itm_orcaxe6|兽 人 斧 
itm_orcaxe6_pl|兽 人 斧 
itm_orcsavaxe|兽 人 图 腾 斧
itm_orcsavaxe_pl|兽 人 图 腾 斧
itm_dual_orcsavaxes|兽 人 双 持 斧
itm_dual_orcsavaxes_pl|兽 人 双 持 斧
itm_dual_orcsavaxes_lefthand|兽 人 左 手 斧
itm_dual_orcsavaxes_lefthand_pl|兽 人 左 手 斧
itm_orcsavaxe2|兽 人 图 腾 斧
itm_orcsavaxe2_pl|兽 人 图 腾 斧
itm_orcsavax32|兽 人 图 腾 斧
itm_orcsavax32_pl|兽 人 图 腾 斧
itm_choppa1|兽 人 砍 刀 
itm_choppa1_pl|兽 人 砍 刀 
itm_choppa2|兽 人 砍 刀 
itm_choppa2_pl|兽 人 砍 刀 
itm_choppa3|兽 人 砍 刀 
itm_choppa3_pl|兽 人 砍 刀 
itm_choppa8|兽 人 砍 刀
itm_choppa8_pl|兽 人 砍 刀
itm_choppa9|兽 人 砍 刀
itm_choppa9_pl|兽 人 砍 刀
itm_choppa10|兽 人 砍 刀
itm_choppa10_pl|兽 人 砍 刀
itm_choppa11|兽 人 大 砍 刀
itm_choppa11_pl|兽 人 大 砍 刀
itm_choppa12|兽 人 大 砍 刀
itm_choppa12_pl|兽 人 大 砍 刀
itm_choppa13|兽 人 大 砍 刀
itm_choppa13_pl|兽 人 大 砍 刀
itm_choppa14|兽 人 大 砍 刀
itm_choppa14_pl|兽 人 大 砍 刀
itm_choppa15|兽 人 大 砍 刀
itm_choppa15_pl|兽 人 大 砍 刀
itm_choppa16|兽 人 大 砍 刀
itm_choppa16_pl|兽 人 大 砍 刀
itm_choppa17|兽 人 图 腾 砍 刀
itm_choppa17_pl|兽 人 图 腾 砍 刀
itm_choppa18|兽 人 图 腾 砍 刀
itm_choppa18_pl|兽 人 图 腾 砍 刀
itm_choppa19|兽 人 图 腾 砍 刀
itm_choppa19_pl|兽 人 图 腾 砍 刀
itm_orcaxe14|兽 人 战 斧 
itm_orcaxe14_pl|兽 人 战 斧 
itm_orcaxe15|兽 人 战 斧 
itm_orcaxe15_pl|兽 人 战 斧 
itm_orcaxe16|兽 人 战 斧 
itm_orcaxe16_pl|兽 人 战 斧 
itm_orcaxe17|兽 人 战 斧 
itm_orcaxe17_pl|兽 人 战 斧 
itm_orcaxe18|兽 人 战 斧 
itm_orcaxe18_pl|兽 人 战 斧 
itm_orcaxe19|兽 人 老 大 战 斧 
itm_orcaxe19_pl|兽 人 老 大 战 斧 
itm_orcaxe20|兽 人 老 大 战 斧 
itm_orcaxe20_pl|兽 人 老 大 战 斧 
itm_sav_bone|骨 棒 
itm_sav_bone_pl|骨 棒 
itm_sav_bone2|骨 棒 
itm_sav_bone2_pl|骨 棒 
itm_sav_bone3|颅 骨 棒 
itm_sav_bone3_pl|颅 骨 棒 
itm_sav_stone_hammer|石 锤 
itm_sav_stone_hammer_pl|石 锤 
itm_morgler|绞 肉 之 斧 
itm_morgler_pl|绞 肉 之 斧 
itm_orcaxe4|兽 人 巨 型 砍 刀 
itm_orcaxe4_pl|兽 人 巨 型 砍 刀 
itm_orc2hand|兽 人 重 型 砍 刀
itm_orc2hand_pl|兽 人 重 型 砍 刀
itm_orcaxe7|兽 人 巨 型 砍 刀
itm_orcaxe7_pl|兽 人 巨 型 砍 刀
itm_orcaxe8|兽 人 巨 型 砍 刀
itm_orcaxe8_pl|兽 人 巨 型 砍 刀
itm_orcaxe9|兽 人 军 阀 大 砍 刀
itm_orcaxe9_pl|兽 人 军 阀 大 砍 刀
itm_orcaxe10|兽 人 军 阀 大 砍 刀
itm_orcaxe10_pl|兽 人 军 阀 大 砍 刀
itm_orc2hand2|兽 人 重 型 砍 刀
itm_orc2hand2_pl|兽 人 重 型 砍 刀
itm_orc2hand3|兽 人 重 型 砍 刀
itm_orc2hand3_pl|兽 人 重 型 砍 刀
itm_orc2hand4|兽 人 重 型 砍 刀
itm_orc2hand4_pl|兽 人 重 型 砍 刀
itm_orc2hand6|兽 人 重 型 砍 刀
itm_orc2hand6_pl|兽 人 重 型 砍 刀
itm_orc2sav|蛮 荒 兽 人 砍 刀
itm_orc2sav_pl|蛮 荒 兽 人 砍 刀
itm_orc2sav2|蛮 荒 兽 人 砍 刀
itm_orc2sav2_pl|蛮 荒 兽 人 砍 刀
itm_orc2sav3|蛮 荒 兽 人 砍 刀
itm_orc2sav3_pl|蛮 荒 兽 人 砍 刀
itm_orchammer|兽 人 巨 锤
itm_orchammer_pl|兽 人 巨 锤
itm_orchammer2|兽 人 巨 锤
itm_orchammer2_pl|兽 人 巨 锤
itm_orchammer2_2|兽 人 巨 锤
itm_orchammer2_2_pl|兽 人 巨 锤
itm_orchammer3|兽 人 军 阀 巨 锤 
itm_orchammer3_pl|兽 人 军 阀 巨 锤 
itm_orchammer4|兽 人 军 阀 巨 锤 
itm_orchammer4_pl|兽 人 军 阀 巨 锤 
itm_orc_spear|兽 人 刺 枪
itm_orc_spear_pl|兽 人 刺 枪
itm_orc_savspear|蛮 荒 兽 人 刺 枪
itm_orc_savspear_pl|蛮 荒 兽 人 刺 枪
itm_orc_savspear2|蛮 荒 兽 人 刺 枪
itm_orc_savspear2_pl|蛮 荒 兽 人 刺 枪
itm_orc_spear2|兽 人 刺 枪
itm_orc_spear2_pl|兽 人 刺 枪
itm_orc_halberd|兽 人 重 型 砍 刀
itm_orc_halberd_pl|兽 人 重 型 砍 刀
itm_orc_halberd2|兽 人 重 型 砍 刀
itm_orc_halberd2_pl|兽 人 重 型 砍 刀
itm_orc_halberd3|兽 人 重 型 砍 刀
itm_orc_halberd3_pl|兽 人 重 型 砍 刀
itm_orc_halberd4|兽 人 重 型 砍 刀
itm_orc_halberd4_pl|兽 人 重 型 砍 刀
itm_orc_halberd5|兽 人 重 型 砍 刀
itm_orc_halberd5_pl|兽 人 重 型 砍 刀
itm_orc_halberd6|兽 人 野 猪 刺 枪
itm_orc_halberd6_pl|兽 人 野 猪 刺 枪
itm_orc_halberd7|兽 人 重 型 砍 刀
itm_orc_halberd7_pl|兽 人 重 型 砍 刀
itm_orc_lance|兽 人 重 型 野 猪 刺 枪
itm_orc_lance_pl|兽 人 重 型 野 猪 刺 枪
itm_grom_axe|格 罗 姆 之 斧
itm_grom_axe_pl|格 罗 姆 之 斧
itm_goblin_choppa|地 精 酋 长 砍 刀 
itm_goblin_choppa_pl|地 精 酋 长 砍 刀 
itm_goblin_choppa2|地 精 砍 刀
itm_goblin_choppa2_pl|地 精 砍 刀
itm_goblin_choppa5|地 精 砍 刀
itm_goblin_choppa5_pl|地 精 砍 刀
itm_goblin_choppa8|大 地 精 砍 刀
itm_goblin_choppa8_pl|大 地 精 砍 刀
itm_goblin_choppa9|大 地 精 砍 刀
itm_goblin_choppa9_pl|大 地 精 砍 刀
itm_goblin_choppa10|大 地 精 重 型 砍 刀
itm_goblin_choppa10_pl|大 地 精 重 型 砍 刀
itm_goblin_choppa3|地 精 砍 刀
itm_goblin_choppa3_pl|地 精 砍 刀
itm_goblin_choppa6|地 精 砍 刀
itm_goblin_choppa6_pl|地 精 砍 刀
itm_goblin_choppa4|地 精 砍 刀
itm_goblin_choppa4_pl|地 精 砍 刀
itm_goblin_choppa7|地 精 砍 刀
itm_goblin_choppa7_pl|地 精 砍 刀
itm_goblin_axe|地 精 砍 斧
itm_goblin_axe_pl|地 精 砍 斧
itm_hobgoblin_axe|大 地 精 砍 斧
itm_hobgoblin_axe_pl|大 地 精 砍 斧
itm_hobgoblin_axe2|大 地 精 砍 斧
itm_hobgoblin_axe2_pl|大 地 精 砍 斧
itm_hobgoblin_axe3|大 地 精 砍 斧
itm_hobgoblin_axe3_pl|大 地 精 砍 斧
itm_goblin_axe2|地 精 砍 斧
itm_goblin_axe2_pl|地 精 砍 斧
itm_goblin_axe3|地 精 砍 斧
itm_goblin_axe3_pl|地 精 砍 斧
itm_goblin_sickle|地 精 镰 刀
itm_goblin_sickle_pl|地 精 镰 刀
itm_goblin_sickle2|地 精 镰 刀
itm_goblin_sickle2_pl|地 精 镰 刀
itm_goblin_sickle3|地 精 镰 刀
itm_goblin_sickle3_pl|地 精 镰 刀
itm_goblin_club|地 精 砸 棒
itm_goblin_club_pl|地 精 砸 棒
itm_hobgoblin_club|大 地 精 砸 棒
itm_hobgoblin_club_pl|大 地 精 砸 棒
itm_hobgoblin_club2|大 地 精 砸 棒
itm_hobgoblin_club2_pl|大 地 精 砸 棒
itm_hobgoblin_club3|大 地 精 砸 棒
itm_hobgoblin_club3_pl|大 地 精 砸 棒
itm_goblin_club4|地 精 砸 棒
itm_goblin_club4_pl|地 精 砸 棒
itm_goblin_club2|地 精 砸 棒
itm_goblin_club2_pl|地 精 砸 棒
itm_goblin_club5|地 精 砸 棒
itm_goblin_club5_pl|地 精 砸 棒
itm_goblin_club6|地 精 砸 棒
itm_goblin_club6_pl|地 精 砸 棒
itm_goblin_club3|地 精 砸 棒
itm_goblin_club3_pl|地 精 砸 棒
itm_goblin_two_handed_axe|地 精 大 砍 刀
itm_goblin_two_handed_axe_pl|地 精 大 砍 刀
itm_goblin_two_handed_axe4|地 精 大 砍 刀
itm_goblin_two_handed_axe4_pl|地 精 大 砍 刀
itm_hobgoblin_two_handed_axe|大 地 精 大 砍 刀
itm_hobgoblin_two_handed_axe_pl|大 地 精 大 砍 刀
itm_hobgoblin_two_handed_axe3|大 地 精 大 砍 刀
itm_hobgoblin_two_handed_axe3_pl|大 地 精 大 砍 刀
itm_hobgoblin_two_handed_axe2|大 地 精 大 砍 刀
itm_hobgoblin_two_handed_axe2_pl|大 地 精 大 砍 刀
itm_goblin_two_handed_axe6|地 精 大 砍 刀
itm_goblin_two_handed_axe6_pl|地 精 大 砍 刀
itm_goblin_two_handed_axe5|地 精 大 砍 刀
itm_goblin_two_handed_axe5_pl|地 精 大 砍 刀
itm_goblin_two_handed_axe2|地 精 大 砍 刀
itm_goblin_two_handed_axe2_pl|地 精 大 砍 刀
itm_goblin_two_handed_axe3|地 精 大 砍 刀
itm_goblin_two_handed_axe3_pl|地 精 大 砍 刀
itm_hobgoblin_polearm|大 地 精 大 砍 刀
itm_hobgoblin_polearm_pl|大 地 精 大 砍 刀
itm_hobgoblin_polearm2|大 地 精 大 砍 刀
itm_hobgoblin_polearm2_pl|大 地 精 大 砍 刀
itm_hobgoblin_catcher|大 地 精 抓 捕 者
itm_hobgoblin_catcher_pl|大 地 精 抓 捕 者
itm_hobgoblin_catcher2|大 地 精 抓 捕 者
itm_hobgoblin_catcher2_pl|大 地 精 抓 捕 者
itm_goblin_spear|地 精 刺 枪
itm_goblin_spear_pl|地 精 刺 枪
itm_goblin_spear4|地 精 刺 枪
itm_goblin_spear4_pl|地 精 刺 枪
itm_goblin_spear2|地 精 刺 枪
itm_goblin_spear2_pl|地 精 刺 枪
itm_hobgoblin_spear2|大 地 精 刺 枪
itm_hobgoblin_spear2_pl|大 地 精 刺 枪
itm_hobgoblin_spear|大 地 精 刺 枪
itm_hobgoblin_spear_pl|大 地 精 刺 枪
itm_goblin_spear5|地 精 刺 枪
itm_goblin_spear5_pl|地 精 刺 枪
itm_goblin_spear3|地 精 刺 枪
itm_goblin_spear3_pl|地 精 刺 枪
itm_goblin_spear6|地 精 刺 枪
itm_goblin_spear6_pl|地 精 刺 枪
itm_goblin_club_two|地 精 敲 击 棒
itm_goblin_club_two_pl|地 精 敲 击 棒
itm_goblin_staff4|地 精 敲 击 棒
itm_goblin_staff4_pl|地 精 敲 击 棒
itm_goblin_staff5|地 精 敲 击 棒
itm_goblin_staff5_pl|地 精 敲 击 棒
itm_goblin_staff6|地 精 敲 击 棒
itm_goblin_staff6_pl|地 精 敲 击 棒
itm_beastmen_club|野 兽 人 木 棒 
itm_beastmen_club_pl|野 兽 人 木 棒 
itm_beastmen_spiked_club|野 兽 人 尖 棒 
itm_beastmen_spiked_club_pl|野 兽 人 尖 棒 
itm_beastmen_spiked_mace|野 兽 人 尖 铁 杖 
itm_beastmen_spiked_mace_pl|野 兽 人 尖 铁 杖 
itm_beastmen_spiked_mace2|野 兽 人 重 型 尖 铁 杖 
itm_beastmen_spiked_mace2_pl|野 兽 人 重 型 尖 铁 杖 
itm_beastmen_spiked_mace3|野 兽 人 重 型 尖 铁 杖 
itm_beastmen_spiked_mace3_pl|野 兽 人 重 型 尖 铁 杖 
itm_beastmen_spiked_mace4|野 兽 人 重 型 尖 铁 杖 
itm_beastmen_spiked_mace4_pl|野 兽 人 重 型 尖 铁 杖 
itm_beastmen_spiked_mace5|野 兽 人 重 型 尖 铁 杖 
itm_beastmen_spiked_mace5_pl|野 兽 人 重 型 尖 铁 杖 
itm_beastmen_spiked_mace6|野 兽 人 重 型 尖 铁 杖 
itm_beastmen_spiked_mace6_pl|野 兽 人 重 型 尖 铁 杖 
itm_beastmen_spiked_mace7|野 兽 人 尖 木 杖 
itm_beastmen_spiked_mace7_pl|野 兽 人 尖 木 杖 
itm_beastmen_axe|野 兽 人 手 斧 
itm_beastmen_axe_pl|野 兽 人 手 斧 
itm_beastmen_axe2|野 兽 人 斧 
itm_beastmen_axe2_pl|野 兽 人 斧 
itm_beastmen_axe4|野 兽 人 斧 
itm_beastmen_axe4_pl|野 兽 人 斧 
itm_beastmen_axe3|野 兽 人 战 斧 
itm_beastmen_axe3_pl|野 兽 人 战 斧 
itm_beastmen_axe6|野 兽 人 战 斧 
itm_beastmen_axe6_pl|野 兽 人 战 斧 
itm_beastmen_axe7|野 兽 人 战 斧 
itm_beastmen_axe7_pl|野 兽 人 战 斧 
itm_beastmen_axe8|野 兽 人 战 斧 
itm_beastmen_axe8_pl|野 兽 人 战 斧 
itm_beastmen_axe9|野 兽 人 战 斧 
itm_beastmen_axe9_pl|野 兽 人 战 斧 
itm_beastmen_axe10|野 兽 人 战 斧 
itm_beastmen_axe10_pl|野 兽 人 战 斧 
itm_beastmen_axe11|兽 王 战 斧
itm_beastmen_axe11_pl|兽 王 战 斧
itm_beastmen_axe12|奸 奇 战 斧
itm_beastmen_axe12_pl|奸 奇 战 斧
itm_beastmen_sword|野 兽 人 剑 
itm_beastmen_sword_pl|野 兽 人 剑 
itm_beastmen_sword2|野 兽 人 剑 
itm_beastmen_sword2_pl|野 兽 人 剑 
itm_beastmen_sword9|野 兽 人 剑 
itm_beastmen_sword9_pl|野 兽 人 剑 
itm_beastmen_sword4|野 兽 人 弯 刀 
itm_beastmen_sword4_pl|野 兽 人 弯 刀 
itm_beastmen_sword5|野 兽 人 战 刀 
itm_beastmen_sword5_pl|野 兽 人 战 刀 
itm_beastmen_sword10|野 兽 人 战 刀 
itm_beastmen_sword10_pl|野 兽 人 战 刀 
itm_beastmen_sword6|野 兽 人 战 刀 
itm_beastmen_sword6_pl|野 兽 人 战 刀 
itm_beastmen_sword11|野 兽 人 战 刀 
itm_beastmen_sword11_pl|野 兽 人 战 刀 
itm_beastmen_sword12|野 兽 人 战 刀 
itm_beastmen_sword12_pl|野 兽 人 战 刀 
itm_beastmen_sword7|色 孽 弯 刀
itm_beastmen_sword7_pl|色 孽 弯 刀
itm_khornegor_axe|恐 虐 野 兽 人 斧 
itm_khornegor_axe_pl|恐 虐 野 兽 人 斧 
itm_dual_khorne_axes|恐 虐 双 斧
itm_dual_khorne_axes_pl|恐 虐 双 斧
itm_dual_khorne_axes_lefthand|恐 虐 左 手 斧
itm_dual_khorne_axes_lefthand_pl|恐 虐 左 手 斧
itm_beastmen_spear|野 兽 人 长 矛 
itm_beastmen_spear_pl|野 兽 人 长 矛 
itm_beastmen_spear2|野 兽 人 战 矛 
itm_beastmen_spear2_pl|野 兽 人 战 矛 
itm_beastmen_spear3|野 兽 人 重 矛
itm_beastmen_spear3_pl|野 兽 人 重 矛
itm_beastmen_two_handed_axe|野 兽 人 双 手 斧 
itm_beastmen_two_handed_axe_pl|野 兽 人 双 手 斧 
itm_beastmen_two_handed_axe3|野 兽 人 双 手 斧 
itm_beastmen_two_handed_axe3_pl|野 兽 人 双 手 斧 
itm_beastmen_two_handed_axe4|野 兽 人 双 手 斧 
itm_beastmen_two_handed_axe4_pl|野 兽 人 双 手 斧 
itm_beastmen_two_handed_axe5|野 兽 人 双 手 斧 
itm_beastmen_two_handed_axe5_pl|野 兽 人 双 手 斧 
itm_beastmen_two_handed_axe6|野 兽 人 双 手 斧 
itm_beastmen_two_handed_axe6_pl|野 兽 人 双 手 斧 
itm_beastmen_two_handed_axe7|野 兽 人 双 手 斧 
itm_beastmen_two_handed_axe7_pl|野 兽 人 双 手 斧 
itm_beastmen_two_handed_axe8|野 兽 人 双 手 斧 
itm_beastmen_two_handed_axe8_pl|野 兽 人 双 手 斧 
itm_beastmen_two_handed_axe9|野 兽 人 双 手 斧 
itm_beastmen_two_handed_axe9_pl|野 兽 人 双 手 斧 
itm_beastmen_two_handed_axe10|野 兽 人 双 手 斧 
itm_beastmen_two_handed_axe10_pl|野 兽 人 双 手 斧 
itm_beastmen_two_handed_axe11|兽 王 巨 斧
itm_beastmen_two_handed_axe11_pl|兽 王 巨 斧
itm_beastmen_two_handed_axe12|恐 虐 重 斧 
itm_beastmen_two_handed_axe12_pl|恐 虐 重 斧 
itm_beastmen_halberd|野 兽 人 长 矛
itm_beastmen_halberd_pl|野 兽 人 长 矛
itm_beastmen_halberd2|野 兽 人 长 戟 
itm_beastmen_halberd2_pl|野 兽 人 长 戟 
itm_beastmen_halberd3|野 兽 人 长 戟 
itm_beastmen_halberd3_pl|野 兽 人 长 戟 
itm_beastmen_halberd4|野 兽 人 长 戟 
itm_beastmen_halberd4_pl|野 兽 人 长 戟 
itm_beastmen_halberd5|野 兽 人 长 戟 
itm_beastmen_halberd5_pl|野 兽 人 长 戟 
itm_beastmen_halberd6|野 兽 人 长 戟 
itm_beastmen_halberd6_pl|野 兽 人 长 戟 
itm_beastmen_halberd7|纳 垢 长 柄 刀
itm_beastmen_halberd7_pl|纳 垢 长 柄 刀
itm_pestigor_axe|纳 垢 野 兽 人 斧 
